ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Localidade_Venda,Metodo_Pagamento,Status_Pedido
TX_11610,2025-04-12 00:44:00,CLI_609,Tênis,Vestuário,1381.93,3,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_11611,2025-11-07 17:02:00,CLI_543,Calça Jeans,Vestuário,1531.35,2,Curitiba/PR/Brasil,Pix,Concluído
TX_11612,2025-06-15 16:16:00,CLI_722,Luminária,Casa,1023.29,2,São Paulo/SP/Brasil,Boleto Bancário,Cancelado
TX_11613,2025-01-07 10:30:00,CLI_746,Jaqueta,Vestuário,567.73,3,Curitiba/PR/Brasil,Boleto Bancário,Em Processamento
TX_11614,2025-03-08 18:04:00,CLI_388,Ficção Científica,Livros,1203.72,3,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_11615,2025-01-10 15:15:00,CLI_478,Cadeira Escritório,Casa,1468.25,2,São Paulo/SP/Brasil,Pix,Concluído
TX_11616,2025-10-12 11:37:00,CLI_691,Cadeira Escritório,Casa,2781.46,2,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_11617,2025-09-08 19:13:00,CLI_581,Calça Jeans,Vestuário,3118.59,3,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_11618,2025-06-14 02:46:00,CLI_641,Biografia,Livros,1725.93,5,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_11619,2026-02-03 06:35:00,CLI_910,Smartwatch,Eletrônicos,2698.26,2,Curitiba/PR/Brasil,Pix,Concluído
TX_11620,2025-11-21 00:06:00,CLI_435,Biografia,Livros,1256.25,5,Rio de Janeiro/RJ/Brasil,Pix,Em Processamento
TX_11621,2025-09-06 10:43:00,CLI_719,Tênis,Vestuário,3093.0,2,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_11622,2026-01-12 06:39:00,CLI_636,Fone de Ouvido,Eletrônicos,2798.99,3,São Paulo/SP/Brasil,Cartão de Crédito,Cancelado
TX_11623,2025-05-14 06:58:00,CLI_247,Ficção Científica,Livros,1046.92,1,Bom Despacho/MG/Brasil,Boleto Bancário,Cancelado
TX_11624,2026-02-02 05:02:00,CLI_557,Fone de Ouvido,Eletrônicos,2196.23,5,Curitiba/PR/Brasil,Cartão de Crédito,Em Processamento
TX_11625,2025-05-21 15:33:00,CLI_382,Desenvolvimento Pessoal,Livros,704.27,5,São Paulo/SP/Brasil,Pix,Concluído
TX_11626,2025-01-09 04:13:00,CLI_153,Calça Jeans,Vestuário,3039.07,5,Bom Despacho/MG/Brasil,Pix,Concluído
TX_11627,2025-10-09 00:52:00,CLI_743,Tênis,Vestuário,1528.39,3,Curitiba/PR/Brasil,Pix,Concluído
TX_11628,2025-06-15 19:18:00,CLI_874,Luminária,Casa,1996.33,5,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_11629,2025-03-13 05:10:00,CLI_204,Ficção Científica,Livros,1836.89,2,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_11630,2025-07-31 11:43:00,CLI_868,Cafeteira,Casa,257.47,4,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_11631,2025-10-08 03:03:00,CLI_933,História,Livros,737.28,2,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_11632,2025-11-27 23:19:00,CLI_671,Calça Jeans,Vestuário,99.42,2,São Paulo/SP/Brasil,Pix,Concluído
TX_11633,2025-03-20 04:41:00,CLI_612,Notebook,Eletrônicos,1128.31,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Cancelado
TX_11634,2025-01-13 22:51:00,CLI_831,Fone de Ouvido,Eletrônicos,2444.48,5,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_11635,2025-04-28 19:53:00,CLI_603,Camiseta,Vestuário,39.93,1,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_11636,2025-03-19 18:18:00,CLI_107,Jaqueta,Vestuário,3204.47,5,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_11637,2025-04-14 20:44:00,CLI_362,Cadeira Escritório,Casa,1180.68,3,Rio de Janeiro/RJ/Brasil,Pix,Cancelado
TX_11638,2025-01-15 15:12:00,CLI_717,Fone de Ouvido,Eletrônicos,3387.56,5,Curitiba/PR/Brasil,Pix,Concluído
TX_11639,2025-07-18 03:38:00,CLI_860,Camiseta,Vestuário,3266.8,2,São Paulo/SP/Brasil,Cartão de Crédito,Em Processamento
TX_11640,2025-06-05 12:19:00,CLI_574,Jogo de Cama,Casa,204.47,2,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_11641,2025-01-07 07:23:00,CLI_949,Camiseta,Vestuário,645.5,3,Bom Despacho/MG/Brasil,Cartão de Crédito,Cancelado
TX_11642,2025-07-20 20:32:00,CLI_871,Desenvolvimento Pessoal,Livros,590.92,4,Curitiba/PR/Brasil,Pix,Em Processamento
TX_11643,2025-11-12 03:39:00,CLI_100,Jogo de Cama,Casa,2986.59,5,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_11644,2025-08-16 13:01:00,CLI_846,Luminária,Casa,1994.87,2,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_11645,2025-08-05 12:43:00,CLI_177,Jogo de Cama,Casa,990.73,1,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_11646,2025-05-15 15:35:00,CLI_919,Fone de Ouvido,Eletrônicos,3202.26,1,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_11647,2025-02-27 02:56:00,CLI_842,Biografia,Livros,833.29,5,São Paulo/SP/Brasil,Boleto Bancário,Em Processamento
TX_11648,2025-12-26 19:13:00,CLI_591,Cafeteira,Casa,235.54,2,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_11649,2025-01-20 16:58:00,CLI_542,História,Livros,2909.12,4,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_11650,2025-12-30 09:36:00,CLI_836,Smartphone,Eletrônicos,1684.91,3,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_11651,2025-01-01 22:11:00,CLI_145,Calça Jeans,Vestuário,3059.22,4,Curitiba/PR/Brasil,Boleto Bancário,Cancelado
TX_11652,2025-07-06 03:01:00,CLI_712,Camiseta,Vestuário,1295.03,4,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_11653,2025-10-04 04:58:00,CLI_428,Cafeteira,Casa,2577.15,3,Salvador/BA/Brasil,Pix,Concluído
TX_11654,2025-06-27 09:58:00,CLI_251,Desenvolvimento Pessoal,Livros,2852.58,4,Curitiba/PR/Brasil,Boleto Bancário,Em Processamento
TX_11655,2025-02-14 20:33:00,CLI_359,Desenvolvimento Pessoal,Livros,3098.43,3,Curitiba/PR/Brasil,Pix,Cancelado
TX_11656,2025-06-25 17:17:00,CLI_980,Biografia,Livros,3439.76,2,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_11657,2025-12-21 13:31:00,CLI_183,Calça Jeans,Vestuário,2884.7,1,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Em Processamento
TX_11658,2025-01-03 08:41:00,CLI_663,Smartphone,Eletrônicos,2331.26,2,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_11659,2025-06-16 12:44:00,CLI_661,Cadeira Escritório,Casa,3280.19,5,São Paulo/SP/Brasil,Boleto Bancário,Cancelado
TX_11660,2025-12-19 03:37:00,CLI_331,Tênis,Vestuário,2247.04,4,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_11661,2025-03-15 02:27:00,CLI_811,Smartphone,Eletrônicos,3326.14,2,Curitiba/PR/Brasil,Pix,Concluído
TX_11662,2025-01-13 00:33:00,CLI_131,Camiseta,Vestuário,1045.81,2,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_11663,2025-03-02 14:24:00,CLI_466,Fone de Ouvido,Eletrônicos,2320.62,1,Curitiba/PR/Brasil,Boleto Bancário,Em Processamento
TX_11664,2025-07-11 07:06:00,CLI_411,Cafeteira,Casa,1508.41,5,Curitiba/PR/Brasil,Pix,Em Processamento
TX_11665,2025-09-13 10:54:00,CLI_459,Smartwatch,Eletrônicos,123.18,4,São Paulo/SP/Brasil,Pix,Em Processamento
TX_11666,2025-11-14 11:58:00,CLI_801,Smartwatch,Eletrônicos,1723.72,1,Salvador/BA/Brasil,Pix,Concluído
TX_11667,2025-05-10 18:33:00,CLI_194,Ficção Científica,Livros,304.13,1,Curitiba/PR/Brasil,Pix,Cancelado
TX_11668,2025-08-29 01:10:00,CLI_430,Jogo de Cama,Casa,1094.7,4,Salvador/BA/Brasil,Cartão de Crédito,Em Processamento
TX_11669,2025-12-17 04:22:00,CLI_707,Ficção Científica,Livros,3021.57,1,São Paulo/SP/Brasil,Boleto Bancário,Cancelado
TX_11670,2025-05-21 23:47:00,CLI_678,Notebook,Eletrônicos,1367.8,5,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_11671,2025-09-09 05:56:00,CLI_562,Luminária,Casa,1037.46,2,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_11672,2025-12-18 05:17:00,CLI_957,Cadeira Escritório,Casa,282.72,4,São Paulo/SP/Brasil,Pix,Concluído
TX_11673,2026-01-31 12:51:00,CLI_144,Smartwatch,Eletrônicos,1068.43,2,Rio de Janeiro/RJ/Brasil,Pix,Em Processamento
TX_11674,2025-12-25 03:57:00,CLI_203,Biografia,Livros,588.05,2,Curitiba/PR/Brasil,Boleto Bancário,Em Processamento
TX_11675,2025-07-07 23:51:00,CLI_540,Smartwatch,Eletrônicos,86.57,5,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_11676,2025-01-18 09:31:00,CLI_546,Smartwatch,Eletrônicos,1957.13,4,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_11677,2025-09-01 13:41:00,CLI_619,Fone de Ouvido,Eletrônicos,3218.67,2,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_11678,2025-04-06 22:41:00,CLI_301,Camiseta,Vestuário,1569.67,5,Salvador/BA/Brasil,Pix,Em Processamento
TX_11679,2025-12-03 06:19:00,CLI_696,Cadeira Escritório,Casa,1455.2,5,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_11680,2025-03-10 23:56:00,CLI_500,Calça Jeans,Vestuário,54.01,1,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_11681,2025-09-29 00:18:00,CLI_410,Fone de Ouvido,Eletrônicos,3083.14,2,Salvador/BA/Brasil,Pix,Concluído
TX_11682,2025-12-06 16:12:00,CLI_589,Biografia,Livros,1683.39,1,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Cancelado
TX_11683,2025-09-19 04:57:00,CLI_981,Notebook,Eletrônicos,2665.41,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_11684,2025-11-17 12:20:00,CLI_330,Calça Jeans,Vestuário,2900.5,4,Curitiba/PR/Brasil,Cartão de Crédito,Cancelado
TX_11685,2025-01-15 06:34:00,CLI_787,Fone de Ouvido,Eletrônicos,2546.84,3,Curitiba/PR/Brasil,Pix,Cancelado
TX_11686,2025-11-11 17:23:00,CLI_516,Calça Jeans,Vestuário,2266.45,2,Curitiba/PR/Brasil,Cartão de Crédito,Em Processamento
TX_11687,2025-08-10 20:28:00,CLI_131,Cadeira Escritório,Casa,1469.35,5,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_11688,2025-07-21 09:35:00,CLI_575,Fone de Ouvido,Eletrônicos,2280.83,3,Bom Despacho/MG/Brasil,Pix,Em Processamento
TX_11689,2025-09-19 16:38:00,CLI_495,Cafeteira,Casa,2654.6,5,Curitiba/PR/Brasil,Boleto Bancário,Em Processamento
TX_11690,2025-02-16 23:36:00,CLI_601,Jaqueta,Vestuário,3413.66,5,Bom Despacho/MG/Brasil,Boleto Bancário,Em Processamento
TX_11691,2025-05-19 09:51:00,CLI_708,Fone de Ouvido,Eletrônicos,1804.61,3,Bom Despacho/MG/Brasil,Pix,Concluído
TX_11692,2025-04-09 11:26:00,CLI_630,Tênis,Vestuário,2371.21,3,Bom Despacho/MG/Brasil,Pix,Em Processamento
TX_11693,2025-03-13 23:29:00,CLI_402,Biografia,Livros,677.03,3,Salvador/BA/Brasil,Boleto Bancário,Em Processamento
TX_11694,2025-10-25 17:45:00,CLI_277,Jogo de Cama,Casa,423.48,3,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_11695,2025-11-28 16:57:00,CLI_483,Tênis,Vestuário,871.03,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_11696,2025-05-11 20:41:00,CLI_173,Desenvolvimento Pessoal,Livros,895.09,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Cancelado
TX_11697,2025-05-11 16:53:00,CLI_565,Smartphone,Eletrônicos,3272.61,5,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_11698,2025-01-27 14:35:00,CLI_743,Biografia,Livros,3436.21,5,Bom Despacho/MG/Brasil,Cartão de Crédito,Cancelado
TX_11699,2025-03-03 04:46:00,CLI_285,História,Livros,443.36,1,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_11700,2025-10-02 09:09:00,CLI_230,Luminária,Casa,2746.79,4,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_11701,2025-06-22 21:18:00,CLI_836,Smartphone,Eletrônicos,980.95,4,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_11702,2025-07-01 08:04:00,CLI_255,Tênis,Vestuário,94.99,5,Salvador/BA/Brasil,Pix,Concluído
TX_11703,2025-10-05 21:02:00,CLI_117,Jaqueta,Vestuário,3341.34,1,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Em Processamento
TX_11704,2025-02-18 08:24:00,CLI_965,Cadeira Escritório,Casa,1431.31,2,São Paulo/SP/Brasil,Pix,Em Processamento
TX_11705,2025-05-24 03:39:00,CLI_103,Calça Jeans,Vestuário,847.12,3,Rio de Janeiro/RJ/Brasil,Pix,Em Processamento
TX_11706,2025-04-29 03:25:00,CLI_967,História,Livros,300.76,4,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_11707,2025-10-05 09:16:00,CLI_310,História,Livros,3088.09,4,São Paulo/SP/Brasil,Pix,Em Processamento
TX_11708,2025-09-13 17:19:00,CLI_730,Cafeteira,Casa,1366.83,4,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_11709,2025-11-04 23:51:00,CLI_799,Jogo de Cama,Casa,1331.16,4,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_11710,2025-05-21 08:29:00,CLI_832,Cafeteira,Casa,1028.02,2,Curitiba/PR/Brasil,Pix,Em Processamento
TX_11711,2025-05-05 22:01:00,CLI_814,Ficção Científica,Livros,240.46,1,Salvador/BA/Brasil,Pix,Em Processamento
TX_11712,2025-01-11 16:45:00,CLI_546,Cafeteira,Casa,2538.76,4,Curitiba/PR/Brasil,Cartão de Crédito,Cancelado
TX_11713,2025-05-18 12:30:00,CLI_366,Cafeteira,Casa,1682.68,2,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Em Processamento
TX_11714,2025-07-06 01:38:00,CLI_878,Camiseta,Vestuário,811.6,2,Curitiba/PR/Brasil,Cartão de Crédito,Em Processamento
TX_11715,2025-09-26 08:42:00,CLI_563,Fone de Ouvido,Eletrônicos,534.37,2,São Paulo/SP/Brasil,Pix,Concluído
TX_11716,2025-06-09 05:41:00,CLI_633,Calça Jeans,Vestuário,247.72,1,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_11717,2025-08-29 14:26:00,CLI_271,Tênis,Vestuário,838.31,2,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_11718,2026-02-05 06:06:00,CLI_646,Smartphone,Eletrônicos,447.62,4,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_11719,2025-04-06 08:23:00,CLI_905,Calça Jeans,Vestuário,45.48,2,Salvador/BA/Brasil,Pix,Em Processamento
TX_11720,2025-03-11 05:42:00,CLI_149,Smartphone,Eletrônicos,1649.7,2,Curitiba/PR/Brasil,Cartão de Crédito,Em Processamento
TX_11721,2025-05-06 15:31:00,CLI_279,Cafeteira,Casa,2490.08,2,Curitiba/PR/Brasil,Cartão de Crédito,Em Processamento
TX_11722,2025-03-11 00:01:00,CLI_394,Smartphone,Eletrônicos,1620.79,4,Curitiba/PR/Brasil,Boleto Bancário,Cancelado
TX_11723,2025-07-01 20:40:00,CLI_691,História,Livros,2518.47,4,Salvador/BA/Brasil,Pix,Em Processamento
TX_11724,2025-09-13 04:18:00,CLI_924,Biografia,Livros,141.91,1,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_11725,2025-07-31 13:03:00,CLI_484,Luminária,Casa,1058.82,1,Salvador/BA/Brasil,Pix,Cancelado
TX_11726,2025-08-11 21:47:00,CLI_868,Camiseta,Vestuário,527.89,5,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_11727,2025-03-14 00:33:00,CLI_332,Cadeira Escritório,Casa,3164.27,3,Rio de Janeiro/RJ/Brasil,Pix,Cancelado
TX_11728,2025-04-15 15:48:00,CLI_233,História,Livros,1464.06,1,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_11729,2025-01-28 11:57:00,CLI_576,Fone de Ouvido,Eletrônicos,3184.23,4,Bom Despacho/MG/Brasil,Cartão de Crédito,Em Processamento
TX_11730,2025-10-10 16:17:00,CLI_141,Cafeteira,Casa,3269.91,4,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_11731,2025-09-17 05:39:00,CLI_111,Jogo de Cama,Casa,3472.47,2,Bom Despacho/MG/Brasil,Boleto Bancário,Em Processamento
TX_11732,2025-09-18 07:27:00,CLI_745,Luminária,Casa,1831.0,1,São Paulo/SP/Brasil,Pix,Cancelado
TX_11733,2025-11-15 11:08:00,CLI_391,Cadeira Escritório,Casa,1297.37,5,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_11734,2026-01-26 17:32:00,CLI_137,História,Livros,2337.13,5,Curitiba/PR/Brasil,Boleto Bancário,Em Processamento
TX_11735,2025-06-19 22:32:00,CLI_831,Notebook,Eletrônicos,1547.92,3,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_11736,2025-07-16 09:24:00,CLI_503,Camiseta,Vestuário,782.53,1,Salvador/BA/Brasil,Pix,Concluído
TX_11737,2025-10-19 06:36:00,CLI_527,Calça Jeans,Vestuário,,2,Curitiba/PR/Brasil,Pix,Em Processamento
TX_11738,2025-02-03 05:34:00,CLI_979,Jogo de Cama,Casa,145.55,4,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_11739,2025-02-28 02:43:00,CLI_785,Biografia,Livros,1616.73,3,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_11740,2025-10-13 18:42:00,CLI_933,Desenvolvimento Pessoal,Livros,2601.26,3,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_11741,2025-01-12 14:48:00,CLI_594,Jogo de Cama,Casa,963.58,5,Rio de Janeiro/RJ/Brasil,Pix,Cancelado
TX_11742,2025-06-03 08:47:00,CLI_209,Ficção Científica,Livros,2886.88,5,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_11743,2025-02-20 23:48:00,CLI_655,Jaqueta,Vestuário,1777.87,4,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Cancelado
TX_11744,2025-02-11 08:16:00,CLI_266,Desenvolvimento Pessoal,Livros,2186.36,1,Bom Despacho/MG/Brasil,Pix,Concluído
TX_11745,2025-03-20 14:08:00,CLI_584,História,Livros,3424.58,3,Curitiba/PR/Brasil,Pix,Concluído
TX_11746,2025-09-09 13:31:00,CLI_702,Jogo de Cama,Casa,760.89,4,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_11747,2025-03-23 20:24:00,CLI_434,Calça Jeans,Vestuário,2083.16,1,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_11748,2025-10-04 14:37:00,CLI_604,Smartphone,Eletrônicos,3139.59,2,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_11749,2025-03-10 09:56:00,CLI_963,Biografia,Livros,1293.18,3,São Paulo/SP/Brasil,Boleto Bancário,Em Processamento
TX_11750,2025-06-08 11:16:00,CLI_202,Smartphone,Eletrônicos,150.71,5,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_11751,2025-07-20 16:44:00,CLI_210,Notebook,Eletrônicos,946.65,3,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Em Processamento
TX_11752,2025-02-03 15:46:00,CLI_720,Fone de Ouvido,Eletrônicos,2985.6,2,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Em Processamento
TX_11753,2025-04-25 23:31:00,CLI_390,Smartwatch,Eletrônicos,126.64,3,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_11754,2025-09-18 10:27:00,CLI_400,História,Livros,2292.41,4,Bom Despacho/MG/Brasil,Pix,Concluído
TX_11755,2025-05-04 15:44:00,CLI_252,Cafeteira,Casa,2465.77,1,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_11756,2025-08-18 04:18:00,CLI_252,Notebook,Eletrônicos,2533.85,3,São Paulo/SP/Brasil,Pix,Concluído
TX_11757,2025-07-29 04:11:00,CLI_759,Jaqueta,Vestuário,2343.92,5,Curitiba/PR/Brasil,Boleto Bancário,Em Processamento
TX_11758,2025-12-02 01:09:00,CLI_472,Jogo de Cama,Casa,560.51,2,Curitiba/PR/Brasil,Pix,Concluído
TX_11759,2025-07-19 06:22:00,CLI_932,Smartphone,Eletrônicos,1749.19,4,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_11760,2026-01-17 14:24:00,CLI_774,Biografia,Livros,1112.04,5,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_11761,2025-08-01 03:10:00,CLI_598,Notebook,Eletrônicos,3066.19,3,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_11762,2025-11-06 16:54:00,CLI_384,Calça Jeans,Vestuário,3176.96,2,Salvador/BA/Brasil,Pix,Concluído
TX_11763,2025-11-11 12:43:00,CLI_445,Fone de Ouvido,Eletrônicos,24.54,4,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_11764,2025-12-15 22:28:00,CLI_978,Calça Jeans,Vestuário,2581.86,5,Bom Despacho/MG/Brasil,Pix,Em Processamento
TX_11765,2026-01-30 01:20:00,CLI_565,Biografia,Livros,3375.04,5,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_11766,2025-06-20 00:36:00,CLI_517,Ficção Científica,Livros,2068.78,1,Bom Despacho/MG/Brasil,Pix,Cancelado
TX_11767,2025-10-30 07:36:00,CLI_560,Biografia,Livros,937.48,1,Bom Despacho/MG/Brasil,Cartão de Crédito,Em Processamento
TX_11768,2025-01-03 18:06:00,CLI_334,Cadeira Escritório,Casa,156.3,4,Bom Despacho/MG/Brasil,Cartão de Crédito,Cancelado
TX_11769,2025-02-08 09:20:00,CLI_648,Smartwatch,Eletrônicos,2853.27,5,São Paulo/SP/Brasil,Pix,Concluído
TX_11770,2025-10-25 07:17:00,CLI_646,Luminária,Casa,2319.59,3,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_11771,2025-10-07 22:23:00,CLI_305,Desenvolvimento Pessoal,Livros,64.53,4,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_11772,2025-02-20 04:25:00,CLI_867,Jaqueta,Vestuário,2562.59,2,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_11773,2025-08-07 06:57:00,CLI_846,Cadeira Escritório,Casa,586.22,1,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_11774,2025-03-04 00:06:00,CLI_345,Smartphone,Eletrônicos,244.95,3,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Concluído
TX_11775,2025-09-14 18:14:00,CLI_576,Desenvolvimento Pessoal,Livros,1795.07,4,São Paulo/SP/Brasil,Boleto Bancário,Em Processamento
TX_11776,2025-02-17 12:03:00,CLI_280,Luminária,Casa,1366.76,2,Bom Despacho/MG/Brasil,Boleto Bancário,Concluído
TX_11777,2025-03-25 04:58:00,CLI_450,Smartphone,Eletrônicos,573.78,5,São Paulo/SP/Brasil,Cartão de Crédito,Cancelado
TX_11778,2025-07-19 14:45:00,CLI_206,Luminária,Casa,2828.35,4,Bom Despacho/MG/Brasil,Cartão de Crédito,Concluído
TX_11779,2026-01-18 23:48:00,CLI_168,Jaqueta,Vestuário,3416.84,2,Salvador/BA/Brasil,Boleto Bancário,Cancelado
TX_11780,2025-11-25 12:35:00,CLI_303,História,Livros,3151.4,1,Bom Despacho/MG/Brasil,Pix,Concluído
TX_11781,2025-12-07 12:42:00,CLI_764,Fone de Ouvido,Eletrônicos,1195.46,1,São Paulo/SP/Brasil,Pix,Cancelado
TX_11782,2025-11-01 17:46:00,CLI_674,Notebook,Eletrônicos,2684.95,5,São Paulo/SP/Brasil,Cartão de Crédito,Cancelado
TX_11783,2025-11-16 01:06:00,CLI_905,Desenvolvimento Pessoal,Livros,2925.77,3,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_11784,2025-02-24 01:52:00,CLI_407,Desenvolvimento Pessoal,Livros,2331.91,2,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_11785,2025-06-24 14:03:00,CLI_176,Biografia,Livros,3413.33,3,Bom Despacho/MG/Brasil,Cartão de Crédito,Cancelado
TX_11786,2025-01-12 00:53:00,CLI_391,Cafeteira,Casa,1157.22,1,Curitiba/PR/Brasil,Cartão de Crédito,Em Processamento
TX_11787,2025-02-18 09:01:00,CLI_886,Fone de Ouvido,Eletrônicos,1178.24,1,São Paulo/SP/Brasil,Cartão de Crédito,Em Processamento
TX_11788,2025-01-26 09:26:00,CLI_418,Camiseta,Vestuário,2947.51,5,Rio de Janeiro/RJ/Brasil,Boleto Bancário,Concluído
TX_11789,2025-07-26 01:23:00,CLI_419,Cafeteira,Casa,3217.15,4,São Paulo/SP/Brasil,Cartão de Crédito,Concluído
TX_11790,2025-02-05 03:13:00,CLI_702,Luminária,Casa,28.97,4,Rio de Janeiro/RJ/Brasil,Cartão de Crédito,Cancelado
TX_11791,2025-02-24 09:01:00,CLI_262,Cadeira Escritório,Casa,2074.13,5,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_11792,2025-11-29 19:25:00,CLI_817,Jogo de Cama,Casa,3035.42,1,Rio de Janeiro/RJ/Brasil,Pix,Concluído
TX_11793,2025-05-03 13:55:00,CLI_105,Calça Jeans,Vestuário,2389.72,3,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_11794,2025-08-09 07:12:00,CLI_727,Biografia,Livros,2339.08,2,São Paulo/SP/Brasil,Boleto Bancário,Concluído
TX_11795,2025-10-30 14:02:00,CLI_692,Jogo de Cama,Casa,1017.5,2,Curitiba/PR/Brasil,Boleto Bancário,Concluído
TX_11796,2025-09-12 00:02:00,CLI_217,Desenvolvimento Pessoal,Livros,1428.32,2,Salvador/BA/Brasil,Boleto Bancário,Concluído
TX_11797,2025-03-03 22:54:00,CLI_354,Calça Jeans,Vestuário,476.58,1,Salvador/BA/Brasil,Cartão de Crédito,Concluído
TX_11798,2025-03-10 07:26:00,CLI_383,Smartphone,Eletrônicos,3358.51,5,Curitiba/PR/Brasil,Cartão de Crédito,Concluído
TX_11799,2025-02-24 11:39:00,CLI_311,Smartphone,Eletrônicos,1573.05,2,Curitiba/PR/Brasil,Boleto Bancário,Concluído
